scenario,N,net,t0,method,sigma,time,wait,stops,lefts,rights,links,away
base_N8,8,47,75.0,TD-OPT,,872.5802437608918,103.25947490249882,4,4,5,14,0
base_N8,8,47,90.0,SP-FF,,873.282539546088,120.49952857842106,3,4,5,14,
base_N8,8,47,90.0,SP-STATIC,,873.282539546088,120.49952857842106,3,4,5,14,
base_N8,8,47,90.0,GREEDY,,1144.4378361802096,263.07068132082435,6,2,2,14,
base_N8,8,47,90.0,TD-OPT,,857.5802437608918,88.25947490249882,4,4,5,14,0
base_N8,8,47,105.0,SP-FF,,858.282539546088,105.49952857842106,3,4,5,14,
base_N8,8,47,105.0,SP-STATIC,,858.282539546088,105.49952857842106,3,4,5,14,
base_N8,8,47,105.0,GREEDY,,1129.4378361802096,248.07068132082435,6,2,2,14,
base_N8,8,47,105.0,TD-OPT,,842.5802437608918,73.25947490249882,4,4,5,14,0
base_N8,8,48,0.0,SP-FF,,1235.8967833919332,415.95431608139756,9,2,2,14,
base_N8,8,48,0.0,SP-STATIC,,1111.0573831546592,280.6738789418914,5,4,5,14,
base_N8,8,48,0.0,GREEDY,,1135.8967833919332,254.91527273611717,6,2,2,14,
base_N8,8,48,0.0,TD-OPT,,930.2160842833573,88.88426399677303,2,4,3,14,0
base_N8,8,48,15.0,SP-FF,,1220.8967833919332,400.95431608139756,9,2,2,14,
base_N8,8,48,15.0,SP-STATIC,,1096.0573831546592,265.6738789418914,5,4,5,14,
base_N8,8,48,15.0,GREEDY,,1100.8967833919332,92.67868630073565,2,4,4,14,
base_N8,8,48,15.0,TD-OPT,,915.2160842833573,53.531027246333565,3,4,3,14,0
base_N8,8,48,30.0,SP-FF,,1205.8967833919332,385.95431608139756,9,2,2,14,
base_N8,8,48,30.0,SP-STATIC,,1081.0573831546592,250.67387894189142,5,4,5,14,
base_N8,8,48,30.0,GREEDY,,1105.8967833919332,224.09869129933756,6,2,2,14,
base_N8,8,48,30.0,TD-OPT,,900.2160842833573,34.46675172228311,2,3,3,14,0
base_N8,8,48,45.0,SP-FF,,1190.8967833919332,370.95431608139756,8,2,2,14,
base_N8,8,48,45.0,SP-STATIC,,1186.0573831546592,355.67387894189153,5,4,5,14,
base_N8,8,48,45.0,GREEDY,,1450.8967833919332,490.639201854548,10,1,1,14,
base_N8,8,48,45.0,TD-OPT,,1005.2160842833573,157.76626118854935,4,3,3,14,0
base_N8,8,48,60.0,SP-FF,,1175.8967833919332,355.95431608139756,8,2,2,14,
base_N8,8,48,60.0,SP-STATIC,,1171.0573831546592,340.67387894189153,5,4,5,14,
base_N8,8,48,60.0,GREEDY,,1435.8967833919332,475.639201854548,10,1,1,14,
base_N8,8,48,60.0,TD-OPT,,990.2160842833573,142.76626118854935,4,3,3,14,0
base_N8,8,48,75.0,SP-FF,,1160.8967833919332,340.95431608139756,8,2,2,14,
base_N8,8,48,75.0,SP-STATIC,,1156.0573831546592,325.67387894189153,5,4,5,14,
base_N8,8,48,75.0,GREEDY,,1420.8967833919332,460.639201854548,10,1,1,14,
base_N8,8,48,75.0,TD-OPT,,975.2160842833573,127.76626118854935,4,3,3,14,0
base_N8,8,48,90.0,SP-FF,,1265.8967833919332,445.9543160813976,9,2,2,14,
base_N8,8,48,90.0,SP-STATIC,,1141.0573831546592,310.6738789418916,5,4,5,14,
base_N8,8,48,90.0,GREEDY,,1045.8967833919332,164.09869129933753,5,2,2,14,
base_N8,8,48,90.0,TD-OPT,,960.2160842833573,112.76626118854932,3,3,3,14,0
base_N8,8,48,105.0,SP-FF,,1250.8967833919332,430.9543160813976,9,2,2,14,
base_N8,8,48,105.0,SP-STATIC,,1126.0573831546592,295.6738789418916,5,4,5,14,
base_N8,8,48,105.0,GREEDY,,1390.8967833919332,443.40075915295876,9,1,1,14,
base_N8,8,48,105.0,TD-OPT,,945.2160842833573,97.76626118854932,3,3,3,14,0
base_N8,8,49,0.0,SP-FF,,969.5419033249369,233.9509831890439,5,4,5,14,
base_N8,8,49,0.0,SP-STATIC,,969.5419033249369,233.9509831890439,5,4,5,14,
base_N8,8,49,0.0,GREEDY,,1107.7740623483794,244.4792074931425,7,2,2,14,
base_N8,8,49,0.0,TD-OPT,,944.8044292409304,102.9333818285489,4,4,5,14,0
base_N8,8,49,15.0,SP-FF,,1074.541903324937,338.95098318904394,6,4,5,14,
base_N8,8,49,15.0,SP-STATIC,,1074.541903324937,338.95098318904394,6,4,5,14,
base_N8,8,49,15.0,GREEDY,,1092.7740623483794,194.82629555534902,4,2,2,14,
base_N8,8,49,15.0,TD-OPT,,929.8044292409304,131.19622708138098,4,2,3,14,0
base_N8,8,49,30.0,SP-FF,,1059.541903324937,323.9509831890439,6,4,5,14,
base_N8,8,49,30.0,SP-STATIC,,1059.541903324937,323.9509831890439,6,4,5,14,
base_N8,8,49,30.0,GREEDY,,1077.7740623483794,179.82629555534902,4,2,2,14,
base_N8,8,49,30.0,TD-OPT,,914.8044292409304,116.19622708138097,4,2,3,14,0
base_N8,8,49,45.0,SP-FF,,1044.541903324937,308.9509831890439,6,4,5,14,
base_N8,8,49,45.0,SP-STATIC,,1044.541903324937,308.9509831890439,6,4,5,14,
base_N8,8,49,45.0,GREEDY,,1058.3830942777745,199.05662454504386,6,2,2,14,
base_N8,8,49,45.0,TD-OPT,,899.8044292409304,101.19622708138095,4,2,3,14,0
base_N8,8,49,60.0,SP-FF,,1029.541903324937,293.9509831890439,6,4,5,14,
base_N8,8,49,60.0,SP-STATIC,,1029.541903324937,293.9509831890439,6,4,5,14,
base_N8,8,49,60.0,GREEDY,,1167.7740623483794,196.70038436070993,4,2,2,14,
base_N8,8,49,60.0,TD-OPT,,884.8044292409304,86.19622708138095,4,2,3,14,0
base_N8,8,49,75.0,SP-FF,,1014.541903324937,278.9509831890439,6,4,5,14,
base_N8,8,49,75.0,SP-STATIC,,1014.541903324937,278.9509831890439,6,4,5,14,
base_N8,8,49,75.0,GREEDY,,1152.7740623483794,277.7091529146712,9,1,1,14,
base_N8,8,49,75.0,TD-OPT,,869.8044292409304,71.19622708138104,2,2,3,14,0
base_N8,8,49,90.0,SP-FF,,999.541903324937,263.9509831890439,6,4,5,14,
base_N8,8,49,90.0,SP-STATIC,,999.541903324937,263.9509831890439,6,4,5,14,
base_N8,8,49,90.0,GREEDY,,1017.7740623483794,226.10860817104407,6,2,2,14,
base_N8,8,49,90.0,TD-OPT,,974.8044292409304,132.93338182854885,5,4,5,14,0
base_N8,8,49,105.0,SP-FF,,984.541903324937,248.95098318904394,5,4,5,14,
base_N8,8,49,105.0,SP-STATIC,,984.541903324937,248.95098318904394,5,4,5,14,
base_N8,8,49,105.0,GREEDY,,1122.7740623483794,259.4792074931424,8,2,2,14,
base_N8,8,49,105.0,TD-OPT,,959.8044292409304,117.93338182854887,4,4,5,14,0
base_N8,8,50,0.0,SP-FF,,1085.9134785278084,268.0941091468013,6,3,3,14,
base_N8,8,50,0.0,SP-STATIC,,1084.4869939730129,263.84309717011536,7,4,4,14,
base_N8,8,50,0.0,GREEDY,,1272.613606456023,230.6855696098831,6,2,2,14,
base_N8,8,50,0.0,TD-OPT,,1084.4869939730129,223.4228428834156,6,4,4,14,0
base_N8,8,50,15.0,SP-FF,,1070.9134785278084,253.0941091468013,6,3,3,14,
base_N8,8,50,15.0,SP-STATIC,,1069.4869939730129,248.84309717011533,7,4,4,14,
base_N8,8,50,15.0,GREEDY,,1257.613606456023,280.4486965252575,6,3,3,14,
base_N8,8,50,15.0,TD-OPT,,1069.4869939730129,208.4228428834156,6,4,4,14,0
base_N8,8,50,30.0,SP-FF,,1055.9134785278084,238.0941091468013,6,3,3,14,
base_N8,8,50,30.0,SP-STATIC,,1054.4869939730129,233.84309717011533,7,4,4,14,
base_N8,8,50,30.0,GREEDY,,1242.613606456023,265.4486965252575,6,3,3,14,
base_N8,8,50,30.0,TD-OPT,,1054.4869939730129,193.4228428834156,6,4,4,14,0
base_N8,8,50,45.0,SP-FF,,1040.9134785278084,223.0941091468013,6,3,3,14,
base_N8,8,50,45.0,SP-STATIC,,1039.4869939730129,218.84309717011533,7,4,4,14,
base_N8,8,50,45.0,GREEDY,,1227.613606456023,250.4486965252575,6,3,3,14,
base_N8,8,50,45.0,TD-OPT,,1039.4869939730129,178.4228428834156,6,4,4,14,0
base_N8,8,50,60.0,SP-FF,,1025.9134785278084,208.09410914680126,5,3,3,14,
base_N8,8,50,60.0,SP-STATIC,,1024.4869939730129,203.8430971701153,6,4,4,14,
base_N8,8,50,60.0,GREEDY,,1212.613606456023,235.4486965252575,6,3,3,14,
base_N8,8,50,60.0,TD-OPT,,1024.4869939730129,163.42284288341557,5,4,4,14,0
base_N8,8,50,75.0,SP-FF,,1010.9134785278084,193.09410914680126,4,3,3,14,
base_N8,8,50,75.0,SP-STATIC,,1009.4869939730129,188.8430971701153,5,4,4,14,
base_N8,8,50,75.0,GREEDY,,1197.613606456023,220.44869652525753,5,3,3,14,
base_N8,8,50,75.0,TD-OPT,,1009.4869939730129,148.42284288341557,4,4,4,14,0
base_N8,8,50,90.0,SP-FF,,1115.9134785278086,298.0941091468013,5,3,3,14,
base_N8,8,50,90.0,SP-STATIC,,1114.486993973013,293.84309717011524,6,4,4,14,
base_N8,8,50,90.0,GREEDY,,1302.613606456023,342.65108301488567,8,1,1,14,
base_N8,8,50,90.0,TD-OPT,,994.4869939730129,139.77621272847614,3,3,4,14,0
base_N8,8,50,105.0,SP-FF,,1100.9134785278086,283.0941091468013,6,3,3,14,
base_N8,8,50,105.0,SP-STATIC,,1099.486993973013,278.84309717011524,7,4,4,14,
base_N8,8,50,105.0,GREEDY,,1287.613606456023,327.65108301488567,8,1,1,14,
base_N8,8,50,105.0,TD-OPT,,979.4869939730129,124.77621272847614,3,3,4,14,0
base_N8,8,51,0.0,SP-FF,,1193.5517761423657,361.899283584071,8,3,4,14,
base_N8,8,51,0.0,SP-STATIC,,1193.5517761423657,361.899283584071,8,3,4,14,
base_N8,8,51,0.0,GREEDY,,1178.7984998178658,289.70990845450694,8,1,1,14,
base_N8,8,51,0.0,TD-OPT,,1038.7984998178658,131.9102237182742,7,3,3,14,0
base_N8,8,51,15.0,SP-FF,,1178.5517761423657,346.899283584071,8,3,4,14,
base_N8,8,51,15.0,SP-STATIC,,1178.5517761423657,346.899283584071,8,3,4,14,
base_N8,8,51,15.0,GREEDY,,1163.7984998178658,274.70990845450694,8,1,1,14,
base_N8,8,51,15.0,TD-OPT,,1023.7984998178658,116.91022371827422,7,3,3,14,0
base_N8,8,51,30.0,SP-FF,,1163.5517761423657,331.899283584071,8,3,4,14,
base_N8,8,51,30.0,SP-STATIC,,1163.5517761423657,331.899283584071,8,3,4,14,
base_N8,8,51,30.0,GREEDY,,1148.7984998178658,259.70990845450694,8,1,1,14,
base_N8,8,51,30.0,TD-OPT,,1008.7984998178658,101.91022371827422,7,3,3,14,0
base_N8,8,51,45.0,SP-FF,,1148.5517761423657,316.899283584071,8,3,4,14,
base_N8,8,51,45.0,SP-STATIC,,1148.5517761423657,316.899283584071,8,3,4,14,
base_N8,8,51,45.0,GREEDY,,1133.7984998178658,244.70990845450697,8,1,1,14,
base_N8,8,51,45.0,TD-OPT,,993.7984998178658,86.91022371827422,7,3,3,14,0
base_N8,8,51,60.0,SP-FF,,1133.5517761423657,301.899283584071,8,3,4,14,
base_N8,8,51,60.0,SP-STATIC,,1133.5517761423657,301.899283584071,8,3,4,14,
base_N8,8,51,60.0,GREEDY,,1118.7984998178658,229.70990845450697,7,1,1,14,
base_N8,8,51,60.0,TD-OPT,,978.7984998178658,71.91022371827422,7,3,3,14,0
base_N8,8,51,75.0,SP-FF,,1118.5517761423657,286.899283584071,7,3,4,14,
base_N8,8,51,75.0,SP-STATIC,,1118.5517761423657,286.899283584071,7,3,4,14,
base_N8,8,51,75.0,GREEDY,,1223.7984998178658,201.7610189853417,5,3,3,14,
base_N8,8,51,75.0,TD-OPT,,963.7984998178658,56.91022371827424,6,3,3,14,0
base_N8,8,51,90.0,SP-FF,,1103.5517761423657,271.89928358407104,6,3,4,14,
base_N8,8,51,90.0,SP-STATIC,,1103.5517761423657,271.89928358407104,6,3,4,14,
base_N8,8,51,90.0,GREEDY,,1208.7984998178658,221.6415030940696,6,2,2,14,
base_N8,8,51,90.0,TD-OPT,,983.5517761423657,104.14010490800962,4,3,4,14,0
base_N8,8,51,105.0,SP-FF,,1208.5517761423657,376.8992835840711,8,3,4,14,
base_N8,8,51,105.0,SP-STATIC,,1208.5517761423657,376.8992835840711,8,3,4,14,
base_N8,8,51,105.0,GREEDY,,1193.7984998178658,166.3930757928968,5,3,3,14,
base_N8,8,51,105.0,TD-OPT,,968.5517761423657,63.72045935957982,4,2,3,14,0
base_N8,8,52,0.0,SP-FF,,1169.9295864370958,343.6661573390825,8,4,4,14,
base_N8,8,52,0.0,SP-STATIC,,1169.9295864370958,343.6661573390825,8,4,4,14,
base_N8,8,52,0.0,GREEDY,,1302.5133897172252,330.3003792631302,7,1,1,14,
base_N8,8,52,0.0,TD-OPT,,953.0889234717364,11.923593105344978,1,3,4,14,0
base_N8,8,52,15.0,SP-FF,,1154.9295864370958,328.6661573390825,8,4,4,14,
base_N8,8,52,15.0,SP-STATIC,,1154.9295864370958,328.6661573390825,8,4,4,14,
base_N8,8,52,15.0,GREEDY,,1154.9295864370958,237.05629319072818,6,2,2,14,
base_N8,8,52,15.0,TD-OPT,,1002.3423708297748,85.76813571158334,3,3,4,14,0
base_N8,8,52,30.0,SP-FF,,1139.9295864370958,313.6661573390825,8,4,4,14,
base_N8,8,52,30.0,SP-STATIC,,1139.9295864370958,313.6661573390825,8,4,4,14,
base_N8,8,52,30.0,GREEDY,,1272.5133897172252,294.012214889186,6,2,2,14,
base_N8,8,52,30.0,TD-OPT,,1001.8194734873168,121.19836210973605,7,1,2,14,0
base_N8,8,52,45.0,SP-FF,,1124.9295864370958,298.6661573390825,8,4,4,14,
base_N8,8,52,45.0,SP-STATIC,,1124.9295864370958,298.6661573390825,8,4,4,14,
base_N8,8,52,45.0,GREEDY,,1257.5133897172252,279.012214889186,6,2,2,14,
base_N8,8,52,45.0,TD-OPT,,986.8194734873168,106.19836210973605,7,1,2,14,0
base_N8,8,52,60.0,SP-FF,,1109.9295864370958,283.66615733908253,7,4,4,14,
base_N8,8,52,60.0,SP-STATIC,,1109.9295864370958,283.66615733908253,7,4,4,14,
base_N8,8,52,60.0,GREEDY,,1242.5133897172252,300.8909131268916,7,2,2,14,
base_N8,8,52,60.0,TD-OPT,,971.8194734873168,91.19836210973608,6,1,2,14,0
base_N8,8,52,75.0,SP-FF,,1094.9295864370958,268.66615733908253,7,4,4,14,
base_N8,8,52,75.0,SP-STATIC,,1094.9295864370958,268.66615733908253,7,4,4,14,
base_N8,8,52,75.0,GREEDY,,974.9295864370958,74.33594637856356,4,3,3,14,
base_N8,8,52,75.0,TD-OPT,,974.9295864370958,74.33594637856356,4,3,3,14,0
base_N8,8,52,90.0,SP-FF,,1199.929586437096,373.6661573390828,8,4,4,14,
base_N8,8,52,90.0,SP-STATIC,,1199.929586437096,373.6661573390828,8,4,4,14,
base_N8,8,52,90.0,GREEDY,,1212.5133897172252,268.00266359092154,6,2,2,14,
base_N8,8,52,90.0,TD-OPT,,983.0889234717363,41.92359310534496,2,3,4,14,0
base_N8,8,52,105.0,SP-FF,,1184.929586437096,358.6661573390828,8,4,4,14,
base_N8,8,52,105.0,SP-STATIC,,1184.929586437096,358.6661573390828,8,4,4,14,
base_N8,8,52,105.0,GREEDY,,1197.5133897172252,253.00266359092151,6,2,2,14,
base_N8,8,52,105.0,TD-OPT,,968.0889234717363,26.923593105344963,2,3,4,14,0
base_N8,8,53,0.0,SP-FF,,1299.4313908926074,472.0831830105294,10,3,2,14,
base_N8,8,53,0.0,SP-STATIC,,1105.6845714937158,263.82266747582787,7,5,5,14,
base_N8,8,53,0.0,GREEDY,,1179.4313908926074,273.6708174809223,9,1,1,14,
base_N8,8,53,0.0,TD-OPT,,993.1900010330489,91.45533014629419,5,4,4,14,0
base_N8,8,53,15.0,SP-FF,,1284.4313908926074,457.0831830105294,9,3,2,14,
base_N8,8,53,15.0,SP-STATIC,,1090.6845714937158,248.8226674758278,6,5,5,14,
base_N8,8,53,15.0,GREEDY,,1164.4313908926074,258.6708174809223,9,1,1,14,
base_N8,8,53,15.0,TD-OPT,,978.1900010330489,76.45533014629422,4,4,4,14,0
base_N8,8,53,30.0,SP-FF,,1389.4313908926074,562.0831830105296,10,3,2,14,
base_N8,8,53,30.0,SP-STATIC,,1195.6845714937158,353.82266747582787,7,5,5,14,
base_N8,8,53,30.0,GREEDY,,1269.4313908926074,355.0814773285276,9,1,1,14,
base_N8,8,53,30.0,TD-OPT,,1002.9583256461335,121.50806308548414,3,2,3,14,0
base_N8,8,53,45.0,SP-FF,,1374.4313908926074,547.0831830105296,10,3,2,14,
base_N8,8,53,45.0,SP-STATIC,,1180.6845714937158,338.82266747582787,7,5,5,14,
base_N8,8,53,45.0,GREEDY,,1254.4313908926074,340.0814773285276,8,1,1,14,
base_N8,8,53,45.0,TD-OPT,,987.9583256461335,106.50806308548414,3,2,3,14,0
base_N8,8,53,60.0,SP-FF,,1359.4313908926074,532.0831830105296,10,3,2,14,
base_N8,8,53,60.0,SP-STATIC,,1165.6845714937158,323.82266747582787,7,5,5,14,
base_N8,8,53,60.0,GREEDY,,1119.4313908926074,198.8222732606722,6,2,2,14,
base_N8,8,53,60.0,TD-OPT,,972.9583256461335,91.50806308548414,3,2,3,14,0
base_N8,8,53,75.0,SP-FF,,1344.4313908926074,517.0831830105296,10,3,2,14,
base_N8,8,53,75.0,SP-STATIC,,1150.6845714937158,308.82266747582787,7,5,5,14,
base_N8,8,53,75.0,GREEDY,,1104.4313908926074,183.82227326067215,5,2,2,14,
base_N8,8,53,75.0,TD-OPT,,957.9583256461335,76.50806308548414,3,2,3,14,0
base_N8,8,53,90.0,SP-FF,,1329.4313908926074,502.08318301052964,10,3,2,14,
base_N8,8,53,90.0,SP-STATIC,,1135.6845714937158,293.82266747582787,7,5,5,14,
base_N8,8,53,90.0,GREEDY,,1329.4313908926074,415.0814773285274,10,1,1,14,
base_N8,8,53,90.0,TD-OPT,,942.9583256461335,61.50806308548414,3,2,3,14,0
base_N8,8,53,105.0,SP-FF,,1314.4313908926074,487.08318301052964,10,3,2,14,
base_N8,8,53,105.0,SP-STATIC,,1120.6845714937158,278.82266747582787,7,5,5,14,
base_N8,8,53,105.0,GREEDY,,1047.9583256461335,133.37429319261264,4,1,2,14,
base_N8,8,53,105.0,TD-OPT,,927.9583256461335,46.50806308548431,2,2,3,14,0
base_N8,8,54,0.0,SP-FF,,1113.3308977331192,303.3297807857274,9,2,2,14,
base_N8,8,54,0.0,SP-STATIC,,1020.9520760972015,171.30455553910437,6,4,5,14,
base_N8,8,54,0.0,GREEDY,,1353.330897733119,392.89495805018976,9,1,1,14,
base_N8,8,54,0.0,TD-OPT,,900.9520760972015,30.337996148346548,3,2,3,14,0
base_N8,8,54,15.0,SP-FF,,1218.330897733119,408.3297807857275,10,2,2,14,
base_N8,8,54,15.0,SP-STATIC,,1125.9520760972014,276.3045555391045,7,4,5,14,
base_N8,8,54,15.0,GREEDY,,1098.3308977331192,248.56815916115033,8,2,2,14,
base_N8,8,54,15.0,TD-OPT,,1000.0356197781124,104.99783786430481,4,4,4,14,0
base_N8,8,54,30.0,SP-FF,,1203.330897733119,393.3297807857275,10,2,2,14,
base_N8,8,54,30.0,SP-STATIC,,1110.9520760972014,261.3045555391045,7,4,5,14,
base_N8,8,54,30.0,GREEDY,,1083.3308977331192,233.56815916115033,7,2,2,14,
base_N8,8,54,30.0,TD-OPT,,985.0356197781124,89.99783786430481,3,4,4,14,0
base_N8,8,54,45.0,SP-FF,,1188.330897733119,378.3297807857275,10,2,2,14,
base_N8,8,54,45.0,SP-STATIC,,1095.9520760972014,246.3045555391045,7,4,5,14,
base_N8,8,54,45.0,GREEDY,,1428.330897733119,467.8949580501902,10,1,1,14,
base_N8,8,54,45.0,TD-OPT,,975.9520760972015,89.64158790415703,4,2,3,14,0
base_N8,8,54,60.0,SP-FF,,1173.330897733119,363.3297807857275,10,2,2,14,
base_N8,8,54,60.0,SP-STATIC,,1080.9520760972014,231.3045555391045,7,4,5,14,
base_N8,8,54,60.0,GREEDY,,1075.0356197781123,158.9451444550042,3,3,3,14,
base_N8,8,54,60.0,TD-OPT,,960.9520760972015,74.64158790415706,3,2,3,14,0
base_N8,8,54,75.0,SP-FF,,1158.330897733119,348.3297807857275,10,2,2,14,
base_N8,8,54,75.0,SP-STATIC,,1065.9520760972014,216.3045555391045,7,4,5,14,
base_N8,8,54,75.0,GREEDY,,1060.0356197781123,143.9451444550042,3,3,3,14,
base_N8,8,54,75.0,TD-OPT,,945.9520760972015,59.64158790415706,3,2,3,14,0
base_N8,8,54,90.0,SP-FF,,1143.330897733119,333.3297807857275,10,2,2,14,
base_N8,8,54,90.0,SP-STATIC,,1050.9520760972014,201.3045555391045,7,4,5,14,
base_N8,8,54,90.0,GREEDY,,1045.0356197781123,114.45670859554991,3,3,3,14,
base_N8,8,54,90.0,TD-OPT,,930.9520760972015,60.337996148346576,4,2,3,14,0
base_N8,8,54,105.0,SP-FF,,1128.330897733119,318.32978078572745,9,2,2,14,
base_N8,8,54,105.0,SP-STATIC,,1035.9520760972014,186.30455553910446,6,4,5,14,
base_N8,8,54,105.0,GREEDY,,1368.330897733119,407.89495805019016,9,1,1,14,
base_N8,8,54,105.0,TD-OPT,,915.9520760972015,45.33799614834652,3,2,3,14,0
base_N8,8,55,0.0,SP-FF,,1148.1657475461902,273.3404431117325,8,4,4,14,
base_N8,8,55,0.0,SP-STATIC,,1148.1657475461902,260.65124498335535,7,4,5,14,
base_N8,8,55,0.0,GREEDY,,1148.0506069332055,89.03917596117958,3,2,2,14,
base_N8,8,55,0.0,TD-OPT,,1013.2235266899413,97.14324654473359,5,2,2,14,0
base_N8,8,55,15.0,SP-FF,,1133.1657475461902,258.3404431117325,8,4,4,14,
base_N8,8,55,15.0,SP-STATIC,,1133.1657475461902,245.65124498335538,7,4,5,14,
base_N8,8,55,15.0,GREEDY,,1133.0506069332055,182.3991257339407,6,2,2,14,
base_N8,8,55,15.0,TD-OPT,,999.3615641209833,37.0105926734451,2,4,4,14,0
base_N8,8,55,30.0,SP-FF,,1118.1657475461902,243.3404431117325,7,4,4,14,
base_N8,8,55,30.0,SP-STATIC,,1118.1657475461902,230.65124498335535,5,4,5,14,
base_N8,8,55,30.0,GREEDY,,1238.0506069332055,249.73651466023694,9,2,2,14,
base_N8,8,55,30.0,TD-OPT,,984.3615641209833,22.01059267344516,1,4,4,14,0
base_N8,8,55,45.0,SP-FF,,1103.1657475461902,228.3404431117325,5,4,4,14,
base_N8,8,55,45.0,SP-STATIC,,1223.1657475461902,335.65124498335535,7,4,5,14,
base_N8,8,55,45.0,GREEDY,,1223.0506069332055,201.68677083590617,4,3,3,14,
base_N8,8,55,45.0,TD-OPT,,1003.1657475461902,119.03224177127572,4,3,3,14,0
base_N8,8,55,60.0,SP-FF,,1208.1657475461902,333.3404431117325,8,4,4,14,
base_N8,8,55,60.0,SP-STATIC,,1208.1657475461902,320.65124498335535,7,4,5,14,
base_N8,8,55,60.0,GREEDY,,1208.0506069332055,186.68677083590617,4,3,3,14,
base_N8,8,55,60.0,TD-OPT,,1073.2235266899413,157.1432465447336,6,2,2,14,0
base_N8,8,55,75.0,SP-FF,,1193.1657475461902,318.3404431117325,8,4,4,14,
base_N8,8,55,75.0,SP-STATIC,,1193.1657475461902,305.65124498335535,7,4,5,14,
base_N8,8,55,75.0,GREEDY,,1193.0506069332055,171.68677083590617,4,3,3,14,
base_N8,8,55,75.0,TD-OPT,,1058.2235266899413,142.1432465447336,6,2,2,14,0
base_N8,8,55,90.0,SP-FF,,1178.1657475461902,303.3404431117325,8,4,4,14,
base_N8,8,55,90.0,SP-STATIC,,1178.1657475461902,290.65124498335535,7,4,5,14,
base_N8,8,55,90.0,GREEDY,,1178.0506069332055,156.68677083590617,4,3,3,14,
base_N8,8,55,90.0,TD-OPT,,1043.2235266899413,127.14324654473361,6,2,2,14,0
base_N8,8,55,105.0,SP-FF,,1163.1657475461902,288.3404431117325,8,4,4,14,
base_N8,8,55,105.0,SP-STATIC,,1163.1657475461902,275.65124498335535,7,4,5,14,
base_N8,8,55,105.0,GREEDY,,1163.0506069332055,144.65823932309627,4,3,3,14,
base_N8,8,55,105.0,TD-OPT,,1028.2235266899413,112.14324654473361,6,2,2,14,0
base_N8,8,56,0.0,SP-FF,,1215.8182294727937,387.2251236233211,9,2,3,14,
base_N8,8,56,0.0,SP-STATIC,,1215.8182294727937,387.2251236233211,9,2,3,14,
base_N8,8,56,0.0,GREEDY,,1079.121022278684,115.17054860393492,4,3,3,14,
base_N8,8,56,0.0,TD-OPT,,1058.2563489946338,115.25576159442133,4,3,4,14,0
base_N8,8,56,15.0,SP-FF,,1200.8182294727937,372.2251236233211,9,2,3,14,
base_N8,8,56,15.0,SP-STATIC,,1200.8182294727937,372.2251236233211,9,2,3,14,
base_N8,8,56,15.0,GREEDY,,1076.9734388650108,11.768248508829515,1,2,3,14,
base_N8,8,56,15.0,TD-OPT,,1043.2563489946338,100.2557615944213,3,3,4,14,0
base_N8,8,56,30.0,SP-FF,,1185.8182294727937,357.2251236233211,9,2,3,14,
base_N8,8,56,30.0,SP-STATIC,,1185.8182294727937,357.2251236233211,9,2,3,14,
base_N8,8,56,30.0,GREEDY,,1189.121022278684,89.21744614152294,4,2,2,14,
base_N8,8,56,30.0,TD-OPT,,1028.2563489946338,40.70900667813942,4,5,6,14,0
base_N8,8,56,45.0,SP-FF,,1170.8182294727937,342.2251236233211,9,2,3,14,
base_N8,8,56,45.0,SP-STATIC,,1170.8182294727937,342.2251236233211,9,2,3,14,
base_N8,8,56,45.0,GREEDY,,1154.121022278684,190.17054860393495,5,3,3,14,
base_N8,8,56,45.0,TD-OPT,,1013.2563489946338,52.465261329866735,4,4,5,14,0
base_N8,8,56,60.0,SP-FF,,1155.8182294727937,327.2251236233211,9,2,3,14,
base_N8,8,56,60.0,SP-STATIC,,1155.8182294727937,327.2251236233211,9,2,3,14,
base_N8,8,56,60.0,GREEDY,,1139.121022278684,175.17054860393495,5,3,3,14,
base_N8,8,56,60.0,TD-OPT,,998.2563489946338,37.465261329866735,4,4,5,14,0
base_N8,8,56,75.0,SP-FF,,1140.8182294727937,312.2251236233211,9,2,3,14,
base_N8,8,56,75.0,SP-STATIC,,1140.8182294727937,312.2251236233211,9,2,3,14,
base_N8,8,56,75.0,GREEDY,,1124.121022278684,160.17054860393495,5,3,3,14,
base_N8,8,56,75.0,TD-OPT,,983.2563489946338,22.46526132986672,4,4,5,14,0
base_N8,8,56,90.0,SP-FF,,1125.8182294727937,297.2251236233211,8,2,3,14,
base_N8,8,56,90.0,SP-STATIC,,1125.8182294727937,297.2251236233211,8,2,3,14,
base_N8,8,56,90.0,GREEDY,,1109.121022278684,103.05513475383827,2,3,3,14,
base_N8,8,56,90.0,TD-OPT,,968.2563489946338,7.465261329866848,1,4,5,14,0
base_N8,8,56,105.0,SP-FF,,1110.8182294727937,282.22512362332117,7,2,3,14,
base_N8,8,56,105.0,SP-STATIC,,1110.8182294727937,282.22512362332117,7,2,3,14,
base_N8,8,56,105.0,GREEDY,,1234.121022278684,313.1253327951073,8,2,2,14,
base_N8,8,56,105.0,TD-OPT,,953.2563489946338,48.36249854965217,2,3,4,14,0
base_N8,8,57,0.0,SP-FF,,1050.3972467808671,258.80342229330324,6,3,3,14,
base_N8,8,57,0.0,SP-STATIC,,1050.3972467808671,258.80342229330324,6,3,3,14,
