scenario,N,net,t0,method,sigma,time,wait,stops,lefts,rights,links,away
grid_N5,5,32,0.0,SP-STATIC,,567.0016085351315,91.62946855152379,4,2,3,8,
grid_N5,5,32,0.0,GREEDY,,696.6155664518421,90.99287875757612,4,2,2,8,
grid_N5,5,32,0.0,TD-OPT,,527.664131361329,39.96281264822437,3,1,2,8,0
grid_N5,5,32,15.0,SP-FF,,552.0016085351315,76.62946855152379,4,2,3,8,
grid_N5,5,32,15.0,SP-STATIC,,552.0016085351315,76.62946855152379,4,2,3,8,
grid_N5,5,32,15.0,GREEDY,,681.6155664518421,75.99287875757615,3,2,2,8,
grid_N5,5,32,15.0,TD-OPT,,512.664131361329,24.96281264822437,3,1,2,8,0
grid_N5,5,32,30.0,SP-FF,,537.0016085351315,61.629468551523786,2,2,3,8,
grid_N5,5,32,30.0,SP-STATIC,,537.0016085351315,61.629468551523786,2,2,3,8,
grid_N5,5,32,30.0,GREEDY,,497.66413136132905,9.962812648224372,1,1,2,8,
grid_N5,5,32,30.0,TD-OPT,,497.66413136132905,9.962812648224372,1,1,2,8,0
grid_N5,5,32,45.0,SP-FF,,522.0016085351315,46.629468551523814,1,2,3,8,
grid_N5,5,32,45.0,SP-STATIC,,522.0016085351315,46.629468551523814,1,2,3,8,
grid_N5,5,32,45.0,GREEDY,,487.7013187131047,0.0,0,1,2,8,
grid_N5,5,32,45.0,TD-OPT,,487.7013187131047,0.0,0,1,2,8,0
grid_N5,5,32,60.0,SP-FF,,627.0016085351315,151.62946855152376,3,2,3,8,
grid_N5,5,32,60.0,SP-STATIC,,627.0016085351315,151.62946855152376,3,2,3,8,
grid_N5,5,32,60.0,GREEDY,,616.6155664518421,80.25634327087721,3,2,2,8,
grid_N5,5,32,60.0,TD-OPT,,587.664131361329,70.87340595027831,2,1,2,8,0
grid_N5,5,32,75.0,SP-FF,,612.0016085351315,136.62946855152376,4,2,3,8,
grid_N5,5,32,75.0,SP-STATIC,,612.0016085351315,136.62946855152376,4,2,3,8,
grid_N5,5,32,75.0,GREEDY,,741.6155664518423,135.99287875757622,4,2,2,8,
grid_N5,5,32,75.0,TD-OPT,,572.664131361329,84.96281264822431,3,1,2,8,0
grid_N5,5,32,90.0,SP-FF,,597.0016085351315,121.62946855152376,4,2,3,8,
grid_N5,5,32,90.0,SP-STATIC,,597.0016085351315,121.62946855152376,4,2,3,8,
grid_N5,5,32,90.0,GREEDY,,726.6155664518423,120.99287875757622,4,2,2,8,
grid_N5,5,32,90.0,TD-OPT,,557.664131361329,69.96281264822431,3,1,2,8,0
grid_N5,5,32,105.0,SP-FF,,582.0016085351315,106.62946855152376,4,2,3,8,
grid_N5,5,32,105.0,SP-STATIC,,582.0016085351315,106.62946855152376,4,2,3,8,
grid_N5,5,32,105.0,GREEDY,,711.6155664518423,105.99287875757622,4,2,2,8,
grid_N5,5,32,105.0,TD-OPT,,542.664131361329,54.962812648224315,3,1,2,8,0
grid_N5,5,33,0.0,SP-FF,,575.3264600190394,120.1713114865347,3,2,3,8,
grid_N5,5,33,0.0,SP-STATIC,,575.3264600190394,120.1713114865347,3,2,3,8,
grid_N5,5,33,0.0,GREEDY,,650.0709491293177,136.34213043734354,4,1,1,8,
grid_N5,5,33,0.0,TD-OPT,,575.3264600190394,98.2012853315104,3,1,2,8,0
grid_N5,5,33,15.0,SP-FF,,560.3264600190394,105.1713114865347,3,2,3,8,
grid_N5,5,33,15.0,SP-STATIC,,560.3264600190394,105.1713114865347,3,2,3,8,
grid_N5,5,33,15.0,GREEDY,,635.0709491293177,121.34213043734354,3,1,1,8,
grid_N5,5,33,15.0,TD-OPT,,560.3264600190394,83.2012853315104,3,1,2,8,0
grid_N5,5,33,30.0,SP-FF,,545.3264600190394,90.1713114865347,3,2,3,8,
grid_N5,5,33,30.0,SP-STATIC,,545.3264600190394,90.1713114865347,3,2,3,8,
grid_N5,5,33,30.0,GREEDY,,643.3917599224163,66.55560505172537,1,2,2,8,
grid_N5,5,33,30.0,TD-OPT,,545.3264600190394,68.2012853315104,3,1,2,8,0
grid_N5,5,33,45.0,SP-FF,,530.3264600190394,75.1713114865347,3,2,3,8,
grid_N5,5,33,45.0,SP-STATIC,,530.3264600190394,75.1713114865347,3,2,3,8,
grid_N5,5,33,45.0,GREEDY,,547.458098340671,0.0,0,2,3,8,
grid_N5,5,33,45.0,TD-OPT,,530.3264600190394,53.201285331510405,3,1,2,8,0
grid_N5,5,33,60.0,SP-FF,,515.3264600190394,60.171311486534705,3,2,3,8,
grid_N5,5,33,60.0,SP-STATIC,,515.3264600190394,60.171311486534705,3,2,3,8,
grid_N5,5,33,60.0,GREEDY,,710.0709491293177,196.3421304373435,5,1,1,8,
grid_N5,5,33,60.0,TD-OPT,,515.3264600190394,38.201285331510405,3,1,2,8,0
grid_N5,5,33,75.0,SP-FF,,500.32646001903936,45.171311486534705,2,2,3,8,
grid_N5,5,33,75.0,SP-STATIC,,500.32646001903936,45.171311486534705,2,2,3,8,
grid_N5,5,33,75.0,GREEDY,,620.3264600190394,141.86809671341427,3,0,1,8,
grid_N5,5,33,75.0,TD-OPT,,500.32646001903936,23.201285331510405,2,1,2,8,0
grid_N5,5,33,90.0,SP-FF,,485.32646001903936,30.171311486534705,2,2,3,8,
grid_N5,5,33,90.0,SP-STATIC,,485.32646001903936,30.171311486534705,2,2,3,8,
grid_N5,5,33,90.0,GREEDY,,503.81796948874353,0.0,0,1,2,8,
grid_N5,5,33,90.0,TD-OPT,,485.32646001903936,30.171311486534705,2,2,3,8,0
grid_N5,5,33,105.0,SP-FF,,470.32646001903936,15.171311486534705,2,2,3,8,
grid_N5,5,33,105.0,SP-STATIC,,470.32646001903936,15.171311486534705,2,2,3,8,
grid_N5,5,33,105.0,GREEDY,,688.3917599224163,131.89325348572265,3,1,1,8,
grid_N5,5,33,105.0,TD-OPT,,470.32646001903936,15.171311486534705,2,2,3,8,0
grid_N5,5,34,0.0,SP-FF,,660.0537184787736,179.74845549390722,4,3,3,8,
grid_N5,5,34,0.0,SP-STATIC,,660.0537184787736,179.74845549390722,4,3,3,8,
grid_N5,5,34,0.0,GREEDY,,740.4679832769114,186.18391199036114,3,1,1,8,
grid_N5,5,34,0.0,TD-OPT,,600.4679832769114,71.93703300581184,3,3,2,8,0
grid_N5,5,34,15.0,SP-FF,,645.0537184787736,164.74845549390722,4,3,3,8,
grid_N5,5,34,15.0,SP-STATIC,,645.0537184787736,164.74845549390722,4,3,3,8,
grid_N5,5,34,15.0,GREEDY,,731.8333447358086,166.79281974175584,3,1,1,8,
grid_N5,5,34,15.0,TD-OPT,,585.4679832769114,56.93703300581184,3,3,2,8,0
grid_N5,5,34,30.0,SP-FF,,630.0537184787736,149.74845549390722,4,3,3,8,
grid_N5,5,34,30.0,SP-STATIC,,630.0537184787736,149.74845549390722,4,3,3,8,
grid_N5,5,34,30.0,GREEDY,,716.8333447358086,151.79281974175584,3,1,1,8,
grid_N5,5,34,30.0,TD-OPT,,570.4679832769114,41.93703300581184,3,3,2,8,0
grid_N5,5,34,45.0,SP-FF,,615.0537184787736,134.74845549390722,4,3,3,8,
grid_N5,5,34,45.0,SP-STATIC,,615.0537184787736,134.74845549390722,4,3,3,8,
grid_N5,5,34,45.0,GREEDY,,701.8333447358086,136.79281974175584,3,1,1,8,
grid_N5,5,34,45.0,TD-OPT,,555.4679832769114,26.93703300581184,3,3,2,8,0
grid_N5,5,34,60.0,SP-FF,,600.0537184787736,119.74845549390723,4,3,3,8,
grid_N5,5,34,60.0,SP-STATIC,,600.0537184787736,119.74845549390723,4,3,3,8,
grid_N5,5,34,60.0,GREEDY,,686.8333447358086,121.79281974175584,3,1,1,8,
grid_N5,5,34,60.0,TD-OPT,,540.4679832769114,11.937033005811841,3,3,2,8,0
grid_N5,5,34,75.0,SP-FF,,585.0537184787736,104.74845549390724,3,3,3,8,
grid_N5,5,34,75.0,SP-STATIC,,585.0537184787736,104.74845549390724,3,3,3,8,
grid_N5,5,34,75.0,GREEDY,,671.8333447358086,106.79281974175584,2,1,1,8,
grid_N5,5,34,75.0,TD-OPT,,528.5309502710995,0.0,0,3,2,8,0
grid_N5,5,34,90.0,SP-FF,,690.0537184787735,209.74845549390727,4,3,3,8,
grid_N5,5,34,90.0,SP-STATIC,,690.0537184787735,209.74845549390727,4,3,3,8,
grid_N5,5,34,90.0,GREEDY,,656.8333447358086,91.79281974175584,2,1,1,8,
grid_N5,5,34,90.0,TD-OPT,,630.4679832769114,38.90610439195788,3,2,2,8,0
grid_N5,5,34,105.0,SP-FF,,675.0537184787735,194.74845549390727,4,3,3,8,
grid_N5,5,34,105.0,SP-STATIC,,675.0537184787735,194.74845549390727,4,3,3,8,
grid_N5,5,34,105.0,GREEDY,,735.4679832769114,119.2694190287018,3,1,1,8,
grid_N5,5,34,105.0,TD-OPT,,615.4679832769114,23.906104391957882,3,2,2,8,0
grid_N5,5,35,0.0,SP-FF,,649.0140702650904,185.76252901795232,4,2,1,8,
grid_N5,5,35,0.0,SP-STATIC,,649.0140702650904,185.76252901795232,4,2,1,8,
grid_N5,5,35,0.0,GREEDY,,549.0140702650904,30.40432627086824,2,1,1,8,
grid_N5,5,35,0.0,TD-OPT,,522.622839065001,2.4521427476231565,1,1,2,8,0
grid_N5,5,35,15.0,SP-FF,,634.0140702650904,170.76252901795232,3,2,1,8,
grid_N5,5,35,15.0,SP-STATIC,,634.0140702650904,170.76252901795232,3,2,1,8,
grid_N5,5,35,15.0,GREEDY,,654.0140702650904,96.0401958588446,3,2,2,8,
grid_N5,5,35,15.0,TD-OPT,,602.2972011730849,117.88328360300619,3,1,1,8,0
grid_N5,5,35,30.0,SP-FF,,619.0140702650904,155.76252901795232,3,2,1,8,
grid_N5,5,35,30.0,SP-STATIC,,619.0140702650904,155.76252901795232,3,2,1,8,
grid_N5,5,35,30.0,GREEDY,,639.0140702650904,81.0401958588446,3,2,2,8,
grid_N5,5,35,30.0,TD-OPT,,587.2972011730849,102.88328360300619,3,1,1,8,0
grid_N5,5,35,45.0,SP-FF,,604.0140702650904,140.76252901795232,3,2,1,8,
grid_N5,5,35,45.0,SP-STATIC,,604.0140702650904,140.76252901795232,3,2,1,8,
grid_N5,5,35,45.0,GREEDY,,624.0140702650904,66.04019585884461,2,2,2,8,
grid_N5,5,35,45.0,TD-OPT,,572.2972011730849,87.88328360300619,3,1,1,8,0
grid_N5,5,35,60.0,SP-FF,,709.0140702650905,245.76252901795243,4,2,1,8,
grid_N5,5,35,60.0,SP-STATIC,,709.0140702650905,245.76252901795243,4,2,1,8,
grid_N5,5,35,60.0,GREEDY,,609.0140702650904,51.04019585884461,2,2,2,8,
grid_N5,5,35,60.0,TD-OPT,,582.622839065001,44.05273970470034,1,3,3,8,0
grid_N5,5,35,75.0,SP-FF,,694.0140702650905,230.76252901795243,4,2,1,8,
grid_N5,5,35,75.0,SP-STATIC,,694.0140702650905,230.76252901795243,4,2,1,8,
grid_N5,5,35,75.0,GREEDY,,594.0140702650904,36.04019585884461,2,2,2,8,
grid_N5,5,35,75.0,TD-OPT,,567.622839065001,47.4521427476232,3,1,2,8,0
grid_N5,5,35,90.0,SP-FF,,679.0140702650905,215.76252901795243,4,2,1,8,
grid_N5,5,35,90.0,SP-STATIC,,679.0140702650905,215.76252901795243,4,2,1,8,
grid_N5,5,35,90.0,GREEDY,,555.5545663276393,0.0,0,2,3,8,
grid_N5,5,35,90.0,TD-OPT,,552.622839065001,32.4521427476232,3,1,2,8,0
grid_N5,5,35,105.0,SP-FF,,664.0140702650905,200.76252901795243,4,2,1,8,
grid_N5,5,35,105.0,SP-STATIC,,664.0140702650905,200.76252901795243,4,2,1,8,
grid_N5,5,35,105.0,GREEDY,,564.0140702650904,45.404326270868125,3,1,1,8,
grid_N5,5,35,105.0,TD-OPT,,537.622839065001,17.452142747623157,2,1,2,8,0
grid_N5,5,36,0.0,SP-FF,,622.9490695562507,190.0491226226615,3,1,2,8,
grid_N5,5,36,0.0,SP-STATIC,,622.9490695562507,190.0491226226615,3,1,2,8,
grid_N5,5,36,0.0,GREEDY,,584.78586689472,98.12859740980531,3,1,1,8,
grid_N5,5,36,0.0,TD-OPT,,537.4933462318062,63.068513494652336,2,1,2,8,0
grid_N5,5,36,15.0,SP-FF,,727.9490695562507,295.04912262266157,5,1,2,8,
grid_N5,5,36,15.0,SP-STATIC,,727.9490695562507,295.04912262266157,5,1,2,8,
grid_N5,5,36,15.0,GREEDY,,589.78586689472,66.95123246977998,4,1,1,8,
grid_N5,5,36,15.0,TD-OPT,,569.78586689472,66.67669257814087,4,2,1,8,0
grid_N5,5,36,30.0,SP-FF,,712.9490695562507,280.04912262266157,5,1,2,8,
grid_N5,5,36,30.0,SP-STATIC,,712.9490695562507,280.04912262266157,5,1,2,8,
grid_N5,5,36,30.0,GREEDY,,574.78586689472,51.95123246977998,4,1,1,8,
grid_N5,5,36,30.0,TD-OPT,,554.78586689472,51.67669257814086,3,2,1,8,0
grid_N5,5,36,45.0,SP-FF,,697.9490695562507,265.04912262266157,5,1,2,8,
grid_N5,5,36,45.0,SP-STATIC,,697.9490695562507,265.04912262266157,5,1,2,8,
grid_N5,5,36,45.0,GREEDY,,559.78586689472,36.95123246977998,4,1,1,8,
grid_N5,5,36,45.0,TD-OPT,,539.78586689472,36.676692578140944,2,2,1,8,0
grid_N5,5,36,60.0,SP-FF,,682.9490695562507,250.04912262266157,5,1,2,8,
grid_N5,5,36,60.0,SP-STATIC,,682.9490695562507,250.04912262266157,5,1,2,8,
grid_N5,5,36,60.0,GREEDY,,544.78586689472,21.95123246977994,2,1,1,8,
grid_N5,5,36,60.0,TD-OPT,,524.78586689472,21.676692578140887,1,2,1,8,0
grid_N5,5,36,75.0,SP-FF,,667.9490695562507,235.04912262266157,5,1,2,8,
grid_N5,5,36,75.0,SP-STATIC,,667.9490695562507,235.04912262266157,5,1,2,8,
grid_N5,5,36,75.0,GREEDY,,529.78586689472,6.951232469779939,2,1,1,8,
grid_N5,5,36,75.0,TD-OPT,,529.78586689472,26.263782196378315,3,2,1,8,0
grid_N5,5,36,90.0,SP-FF,,652.9490695562507,220.04912262266157,5,1,2,8,
grid_N5,5,36,90.0,SP-STATIC,,652.9490695562507,220.04912262266157,5,1,2,8,
grid_N5,5,36,90.0,GREEDY,,614.7858668947201,102.26491083905853,3,2,2,8,
grid_N5,5,36,90.0,TD-OPT,,567.4933462318062,93.06851349465232,3,1,2,8,0
grid_N5,5,36,105.0,SP-FF,,637.9490695562507,205.0491226226615,3,1,2,8,
grid_N5,5,36,105.0,SP-STATIC,,637.9490695562507,205.0491226226615,3,1,2,8,
grid_N5,5,36,105.0,GREEDY,,599.7858668947201,113.12859740980531,3,1,1,8,
grid_N5,5,36,105.0,TD-OPT,,552.4933462318062,78.06851349465231,2,1,2,8,0
grid_N5,5,37,0.0,SP-FF,,630.8431013335814,157.5865054265277,4,2,2,8,
grid_N5,5,37,0.0,SP-STATIC,,585.0819768558763,86.82672984261991,4,2,3,8,
grid_N5,5,37,0.0,GREEDY,,610.8431013335814,92.32842008490348,2,2,2,8,
grid_N5,5,37,0.0,TD-OPT,,585.0819768558763,48.45879350854295,1,2,3,8,0
grid_N5,5,37,15.0,SP-FF,,615.8431013335814,142.5865054265277,4,2,2,8,
grid_N5,5,37,15.0,SP-STATIC,,570.0819768558763,71.82672984261991,4,2,3,8,
grid_N5,5,37,15.0,GREEDY,,595.8431013335814,77.32842008490348,1,2,2,8,
grid_N5,5,37,15.0,TD-OPT,,570.0819768558763,33.45879350854295,1,2,3,8,0
grid_N5,5,37,30.0,SP-FF,,600.8431013335814,127.58650542652771,4,2,2,8,
grid_N5,5,37,30.0,SP-STATIC,,555.0819768558763,56.8267298426199,3,2,3,8,
grid_N5,5,37,30.0,GREEDY,,578.5520499069156,28.20125809724368,1,2,3,8,
grid_N5,5,37,30.0,TD-OPT,,555.0819768558763,56.8267298426199,3,2,3,8,0
grid_N5,5,37,45.0,SP-FF,,585.8431013335814,112.58650542652771,4,2,2,8,
grid_N5,5,37,45.0,SP-STATIC,,540.0819768558763,41.8267298426199,2,2,3,8,
grid_N5,5,37,45.0,GREEDY,,541.1882496225202,41.89824332694934,2,1,2,8,
grid_N5,5,37,45.0,TD-OPT,,540.0819768558763,41.8267298426199,2,2,3,8,0
grid_N5,5,37,60.0,SP-FF,,570.8431013335814,97.58650542652771,4,2,2,8,
grid_N5,5,37,60.0,SP-STATIC,,645.0819768558763,146.82672984261998,4,2,3,8,
grid_N5,5,37,60.0,GREEDY,,581.1585590658967,93.9580354841672,2,1,1,8,
grid_N5,5,37,60.0,TD-OPT,,552.8584671824466,41.608860221723475,2,1,2,8,0
grid_N5,5,37,75.0,SP-FF,,555.8431013335814,82.58650542652771,4,2,2,8,
grid_N5,5,37,75.0,SP-STATIC,,630.0819768558763,131.82672984261998,4,2,3,8,
grid_N5,5,37,75.0,GREEDY,,631.1882496225202,60.431318942985854,1,1,2,8,
grid_N5,5,37,75.0,TD-OPT,,537.8584671824466,26.60886022172349,1,1,2,8,0
grid_N5,5,37,90.0,SP-FF,,540.8431013335814,67.58650542652771,4,2,2,8,
grid_N5,5,37,90.0,SP-STATIC,,615.0819768558763,116.82672984261998,4,2,3,8,
grid_N5,5,37,90.0,GREEDY,,638.5520499069156,56.5411199997298,1,1,2,8,
grid_N5,5,37,90.0,TD-OPT,,522.8584671824466,11.60886022172346,1,1,2,8,0
grid_N5,5,37,105.0,SP-FF,,525.8431013335814,52.58650542652771,4,2,2,8,
grid_N5,5,37,105.0,SP-STATIC,,600.0819768558763,101.82672984261998,4,2,3,8,
grid_N5,5,37,105.0,GREEDY,,601.1882496225202,69.34256199967842,3,0,1,8,
grid_N5,5,37,105.0,TD-OPT,,511.2496069607231,0.0,0,1,2,8,0
grid_N5,5,38,0.0,SP-FF,,618.8633943168571,135.18440191580999,3,2,2,8,
grid_N5,5,38,0.0,SP-STATIC,,618.8633943168571,135.18440191580999,3,2,2,8,
grid_N5,5,38,0.0,GREEDY,,740.1116262559303,140.54293195230514,4,1,1,8,
grid_N5,5,38,0.0,TD-OPT,,618.8633943168571,135.18440191580999,3,2,2,8,0
grid_N5,5,38,15.0,SP-FF,,603.8633943168571,120.18440191581,3,2,2,8,
grid_N5,5,38,15.0,SP-STATIC,,603.8633943168571,120.18440191581,3,2,2,8,
grid_N5,5,38,15.0,GREEDY,,725.1116262559303,125.54293195230514,4,1,1,8,
grid_N5,5,38,15.0,TD-OPT,,603.8633943168571,120.18440191581,3,2,2,8,0
grid_N5,5,38,30.0,SP-FF,,588.8633943168571,105.18440191581,3,2,2,8,
grid_N5,5,38,30.0,SP-STATIC,,588.8633943168571,105.18440191581,3,2,2,8,
grid_N5,5,38,30.0,GREEDY,,710.1116262559303,110.54293195230514,4,1,1,8,
grid_N5,5,38,30.0,TD-OPT,,588.8633943168571,105.18440191581,3,2,2,8,0
grid_N5,5,38,45.0,SP-FF,,573.8633943168571,90.18440191581,3,2,2,8,
grid_N5,5,38,45.0,SP-STATIC,,573.8633943168571,90.18440191581,3,2,2,8,
grid_N5,5,38,45.0,GREEDY,,702.647402465042,135.10356189334135,3,2,2,8,
grid_N5,5,38,45.0,TD-OPT,,573.8633943168571,90.18440191581,3,2,2,8,0
grid_N5,5,38,60.0,SP-FF,,558.8633943168571,75.18440191581,3,2,2,8,
grid_N5,5,38,60.0,SP-STATIC,,558.8633943168571,75.18440191581,3,2,2,8,
grid_N5,5,38,60.0,GREEDY,,800.1116262559303,200.5429319523051,5,1,1,8,
grid_N5,5,38,60.0,TD-OPT,,558.8633943168571,75.18440191581,3,2,2,8,0
grid_N5,5,38,75.0,SP-FF,,543.8633943168571,60.184401915809985,2,2,2,8,
grid_N5,5,38,75.0,SP-STATIC,,543.8633943168571,60.184401915809985,2,2,2,8,
grid_N5,5,38,75.0,GREEDY,,617.8405725164698,66.82995130170627,1,1,2,8,
grid_N5,5,38,75.0,TD-OPT,,543.8633943168571,60.184401915809985,2,2,2,8,0
grid_N5,5,38,90.0,SP-FF,,528.8633943168571,45.184401915809985,1,2,2,8,
grid_N5,5,38,90.0,SP-STATIC,,528.8633943168571,45.184401915809985,1,2,2,8,
grid_N5,5,38,90.0,GREEDY,,528.8633943168571,45.184401915809985,1,2,2,8,
grid_N5,5,38,90.0,TD-OPT,,528.8633943168571,45.184401915809985,1,2,2,8,0
grid_N5,5,38,105.0,SP-FF,,633.8633943168571,150.18440191581004,2,2,2,8,
grid_N5,5,38,105.0,SP-STATIC,,633.8633943168571,150.18440191581004,2,2,2,8,
grid_N5,5,38,105.0,GREEDY,,762.647402465042,195.41715532139722,4,1,1,8,
grid_N5,5,38,105.0,TD-OPT,,633.8633943168571,150.18440191581004,2,2,2,8,0
grid_N5,5,39,0.0,SP-FF,,709.4153983563727,268.83556518573124,5,2,1,8,
grid_N5,5,39,0.0,SP-STATIC,,632.4084885832885,165.4305818782436,4,3,3,8,
grid_N5,5,39,0.0,GREEDY,,729.4153983563727,160.90529128425723,5,1,1,8,
grid_N5,5,39,0.0,TD-OPT,,589.4153983563726,88.18307722176678,3,3,3,8,0
grid_N5,5,39,15.0,SP-FF,,694.4153983563727,253.83556518573124,5,2,1,8,
grid_N5,5,39,15.0,SP-STATIC,,617.4084885832885,150.4305818782436,4,3,3,8,
grid_N5,5,39,15.0,GREEDY,,714.4153983563727,145.90529128425723,4,1,1,8,
grid_N5,5,39,15.0,TD-OPT,,574.4153983563726,73.18307722176678,3,3,3,8,0
grid_N5,5,39,30.0,SP-FF,,679.4153983563727,238.83556518573124,5,2,1,8,
grid_N5,5,39,30.0,SP-STATIC,,602.4084885832885,135.43058187824357,4,3,3,8,
grid_N5,5,39,30.0,GREEDY,,699.4153983563727,130.90529128425723,4,1,1,8,
grid_N5,5,39,30.0,TD-OPT,,559.4153983563726,58.18307722176678,3,3,3,8,0
grid_N5,5,39,45.0,SP-FF,,664.4153983563727,223.83556518573124,5,2,1,8,
grid_N5,5,39,45.0,SP-STATIC,,587.4084885832885,120.43058187824359,4,3,3,8,
grid_N5,5,39,45.0,GREEDY,,684.4153983563727,115.90529128425732,3,1,1,8,
grid_N5,5,39,45.0,TD-OPT,,544.4153983563726,43.18307722176678,3,3,3,8,0
grid_N5,5,39,60.0,SP-FF,,649.4153983563727,208.83556518573118,5,2,1,8,
grid_N5,5,39,60.0,SP-STATIC,,572.4084885832885,105.43058187824359,4,3,3,8,
grid_N5,5,39,60.0,GREEDY,,669.4153983563727,155.7724971623195,3,2,2,8,
grid_N5,5,39,60.0,TD-OPT,,529.4153983563726,28.18307722176678,2,3,3,8,0
grid_N5,5,39,75.0,SP-FF,,634.4153983563727,193.83556518573118,5,2,1,8,
grid_N5,5,39,75.0,SP-STATIC,,557.4084885832885,90.43058187824359,4,3,3,8,
grid_N5,5,39,75.0,GREEDY,,654.4153983563727,150.70250323431594,3,1,1,8,
grid_N5,5,39,75.0,TD-OPT,,514.4153983563726,23.113083293763225,2,2,2,8,0
grid_N5,5,39,90.0,SP-FF,,619.4153983563727,178.83556518573118,5,2,1,8,
grid_N5,5,39,90.0,SP-STATIC,,542.4084885832885,75.43058187824359,4,3,3,8,
grid_N5,5,39,90.0,GREEDY,,644.6440742520451,0.0,0,0,1,8,
grid_N5,5,39,90.0,TD-OPT,,499.41539835637263,50.800947656335055,4,3,2,8,0
grid_N5,5,39,105.0,SP-FF,,724.4153983563727,283.8355651857312,5,2,1,8,
grid_N5,5,39,105.0,SP-STATIC,,527.4084885832885,60.4305818782436,3,3,3,8,
grid_N5,5,39,105.0,GREEDY,,734.6276455207808,89.98357126873572,2,0,1,8,
grid_N5,5,39,105.0,TD-OPT,,484.41539835637263,35.80094765633507,3,3,2,8,0
grid_N12,12,0,0.0,SP-FF,,1758.798295150764,550.1024341329079,12,5,4,22,
grid_N12,12,0,0.0,SP-STATIC,,1758.798295150764,550.1024341329079,12,5,4,22,
grid_N12,12,0,0.0,GREEDY,,1758.798295150764,174.50580288404822,7,4,4,22,
grid_N12,12,0,0.0,TD-OPT,,1518.798295150764,151.93588693921347,7,6,6,22,0
grid_N12,12,0,15.0,SP-FF,,1743.798295150764,535.1024341329079,12,5,4,22,
grid_N12,12,0,15.0,SP-STATIC,,1743.798295150764,535.1024341329079,12,5,4,22,
grid_N12,12,0,15.0,GREEDY,,1863.798295150764,375.0819919846267,11,3,3,22,
grid_N12,12,0,15.0,TD-OPT,,1503.798295150764,129.3410666570723,9,5,5,22,0
grid_N12,12,0,30.0,SP-FF,,1728.798295150764,520.1024341329079,11,5,4,22,
grid_N12,12,0,30.0,SP-STATIC,,1728.798295150764,520.1024341329079,11,5,4,22,
grid_N12,12,0,30.0,GREEDY,,1716.9774756350885,179.07204595792172,4,4,4,22,
grid_N12,12,0,30.0,TD-OPT,,1488.798295150764,114.3410666570723,8,5,5,22,0
grid_N12,12,0,45.0,SP-FF,,1833.798295150764,625.1024341329078,13,5,4,22,
grid_N12,12,0,45.0,SP-STATIC,,1833.798295150764,625.1024341329078,13,5,4,22,
grid_N12,12,0,45.0,GREEDY,,1701.9774756350885,180.685755788501,4,4,4,22,
grid_N12,12,0,45.0,TD-OPT,,1475.4459593507017,113.98265264129708,6,4,5,22,0
grid_N12,12,0,60.0,SP-FF,,1818.798295150764,610.1024341329078,13,5,4,22,
grid_N12,12,0,60.0,SP-STATIC,,1818.798295150764,610.1024341329078,13,5,4,22,
grid_N12,12,0,60.0,GREEDY,,1818.798295150764,330.0819919846267,11,3,3,22,
grid_N12,12,0,60.0,TD-OPT,,1571.6540624094619,145.76004679402763,6,7,7,22,0
grid_N12,12,0,75.0,SP-FF,,1803.798295150764,595.1024341329078,12,5,4,22,
grid_N12,12,0,75.0,SP-STATIC,,1803.798295150764,595.1024341329078,12,5,4,22,
grid_N12,12,0,75.0,GREEDY,,1803.798295150764,315.08199198462665,9,3,3,22,
grid_N12,12,0,75.0,TD-OPT,,1556.6540624094619,130.76004679402763,5,7,7,22,0
grid_N12,12,0,90.0,SP-FF,,1788.798295150764,580.1024341329078,12,5,4,22,
grid_N12,12,0,90.0,SP-STATIC,,1788.798295150764,580.1024341329078,12,5,4,22,
grid_N12,12,0,90.0,GREEDY,,1788.798295150764,300.08199198462665,9,3,3,22,
grid_N12,12,0,90.0,TD-OPT,,1541.6540624094619,115.76004679402763,5,7,7,22,0
grid_N12,12,0,105.0,SP-FF,,1773.798295150764,565.1024341329078,12,5,4,22,
grid_N12,12,0,105.0,SP-STATIC,,1773.798295150764,565.1024341329078,12,5,4,22,
grid_N12,12,0,105.0,GREEDY,,1653.798295150764,267.5297030126334,10,2,2,22,
grid_N12,12,0,105.0,TD-OPT,,1526.6540624094619,100.76004679402763,4,7,7,22,0
grid_N12,12,1,0.0,SP-FF,,1621.401428018128,365.00523971597283,12,5,4,22,
grid_N12,12,1,0.0,SP-STATIC,,1481.401428018128,204.74097938004314,5,8,8,22,
grid_N12,12,1,0.0,GREEDY,,1741.401428018128,272.16936817548725,8,3,3,22,
grid_N12,12,1,0.0,TD-OPT,,1481.401428018128,204.74097938004314,5,8,8,22,0
grid_N12,12,1,15.0,SP-FF,,1606.401428018128,350.00523971597283,12,5,4,22,
grid_N12,12,1,15.0,SP-STATIC,,1466.401428018128,189.74097938004314,5,8,8,22,
grid_N12,12,1,15.0,GREEDY,,1726.401428018128,331.04704390485654,9,2,2,22,
grid_N12,12,1,15.0,TD-OPT,,1466.401428018128,189.74097938004314,5,8,8,22,0
grid_N12,12,1,30.0,SP-FF,,1591.401428018128,335.00523971597283,11,5,4,22,
grid_N12,12,1,30.0,SP-STATIC,,1571.401428018128,294.74097938004314,6,8,8,22,
grid_N12,12,1,30.0,GREEDY,,1711.401428018128,361.2317034268046,10,3,3,22,
